SCHEMA;TABLE_NAME;COLUMN_NAME;CONSTRAINT_TYPE
DELTA;SEG_BORDEROPINTURA;CODFORNECEDORPINTURA;FK
DELTA;SEG_BORDEROPINTURA;CODUSUARIO;
DELTA;SEG_BORDEROPINTURA;CODUSUARIO;FK
DELTA;SEG_BORDEROPINTURA;DATCRIACAO;
DELTA;SEG_BORDEROPINTURA;IDTSITUACAO;
DELTA;SEG_BORDEROPINTURA;IDTSITUACAO;
DELTA;SEG_CLASSIFICACAOSCRIPTHDI;CODCLASSIFICACAOSCRIPTHDI;
DELTA;SEG_CLASSIFICACAOSCRIPTHDI;CODCLASSIFICACAOSCRIPTHDI;PK
DELTA;SEG_CLASSIFICACAOSCRIPTHDI;DESCSCRIPT;
DELTA;SEG_LOGARARQUIVOPROVISAO;CODREGISTRO;PK
DELTA;SEG_LOGARARQUIVOPROVISAO;CODREGISTRO;
DELTA;SEG_LOGARARQUIVOPROVISAO;CODLOTEDIARIO;FK
DELTA;SEG_LOGARARQUIVOPROVISAO;CODLOTEMENSAL;FK
DELTA;SEG_MENSAGEMTIPOFRANQUIA;CODTIPOMENSAGEM;PK
DELTA;SEG_MENSAGEMTIPOFRANQUIA;CODTIPOMENSAGEM;
DELTA;SEG_MENSAGEMTIPOFRANQUIA;CODTIPOFRANQUIA;FK
DELTA;SEG_MENSAGEMTIPOFRANQUIA;DSCLABEL;
DELTA;SEG_MENSAGEMTIPOFRANQUIA;DSCMENSAGEM;
DELTA;SEG_MENSAGEMTIPOFRANQUIA;CODUSUARIO;FK
DELTA;SEG_MENSAGEMTIPOFRANQUIA;CODUSUARIO;
DELTA;SEG_MENSAGEMTIPOFRANQUIA;DATCADASTRO;
DELTA;GEN_CLIENTENPD;CODCLIENTE;PK
DELTA;GEN_CLIENTENPD;CODCLIENTE;FK
DELTA;GEN_CLIENTENPD;CODCLIENTE;
DELTA;GEN_CLIENTENPD;DATREGISTRO;PK
DELTA;GEN_CLIENTENPD;DATREGISTRO;
DELTA;GEN_CLIENTENPD;IDTCONSULTARECEITA;
DELTA;GEN_CLIENTENPD;IDTCONSULTASINTEGRA;
DELTA;GEN_PRODUTOAGRUPAMENTO;CODAGRUPAMENTOGRUPO;PK
DELTA;GEN_PRODUTOAGRUPAMENTO;CODAGRUPAMENTOGRUPO;
DELTA;GEN_PRODUTOAGRUPAMENTO;DSCAGRUPAMENTO;
DELTA;SEG_ATENDIMENTOARQUIVO;CODATENDIMENTO;
DELTA;SEG_ATENDIMENTOARQUIVO;CODATENDIMENTO;PK
DELTA;SEG_ATENDIMENTOARQUIVO;CODATENDIMENTO;FK
DELTA;SEG_ATENDIMENTOARQUIVO;CODUSUARIO;
DELTA;SEG_ATENDIMENTOARQUIVO;CODUSUARIO;FK
DELTA;SEG_ATENDIMENTOARQUIVO;DATCADASTRO;
DELTA;SEG_ATENDIMENTOARQUIVO;DATCADASTRO;PK
DELTA;SEG_ATENDIMENTOARQUIVO;DSCNOMARQUIVO;
DELTA;SEG_ATENDIMENTOARQUIVO;OBSARQUIVO;
DELTA;SEG_ATENDIMENTOARQUIVO;LOBARQUIVO;
DELTA;GEN_FORNECEDORMONTADORA;CODFORNECEDOR;PK
DELTA;GEN_FORNECEDORMONTADORA;CODFORNECEDOR;FK
DELTA;GEN_FORNECEDORMONTADORA;CODFORNECEDOR;
DELTA;GEN_FORNECEDORMONTADORA;CODMONTADORA;PK
DELTA;GEN_FORNECEDORMONTADORA;CODMONTADORA;FK
DELTA;GEN_FORNECEDORMONTADORA;CODMONTADORA;
DELTA;GEN_FORNECEDORMONTADORA;CODUSUARIOALTERACAO;FK
DELTA;GEN_FORNECEDORMONTADORA;CODUSUARIOCRIACAO;FK
DELTA;SEG_APOLICEHISTORICO;IDTRENOVACAO;
DELTA;SEG_APOLICEHISTORICO;IDTCOBERTURARAF;
DELTA;SEG_APOLICEHISTORICO;NUMTIPONEGOCIO;
DELTA;SEG_APOLICEHISTORICO;IDTLIVREESCOLHA;
DELTA;SEG_REGIAOSERVICOMOVEL;CODREGIAOSERVICOMOVEL;PK
DELTA;SEG_REGIAOSERVICOMOVEL;CODREGIAOSERVICOMOVEL;
DELTA;SEG_REGIAOSERVICOMOVEL;DSCREGIAOSERVICOMOVEL;
DELTA;SEG_REGIAOSERVICOMOVEL;IDTDISPONIVEL;
DELTA;SEG_REGIAOSERVICOMOVEL;CODROTEIRIZADOR;FK
DELTA;SEG_REGIAOSERVICOMOVEL;CODEMPRESA;FK
DELTA;SEG_REGIAOSERVICOMOVEL;CODEMPRESA;
DELTA;SEG_REGIAOSERVICOMOVEL;IDTTIPOSERVICO;
DELTA;SEG_REGIAOSERVICOMOVEL;IDTCADASTROWEB;
DELTA;SEG_RESPOSTARETORNO;CODRETORNO;PK
DELTA;SEG_RESPOSTARETORNO;CODRETORNO;FK
DELTA;SEG_RESPOSTARETORNO;CODRETORNO;
DELTA;SEG_RESPOSTARETORNO;CODPERGUNTARETORNO;PK
DELTA;SEG_RESPOSTARETORNO;CODPERGUNTARETORNO;FK
DELTA;SEG_RESPOSTARETORNO;CODPERGUNTARETORNO;
DELTA;SEG_AGENDASERVICOMOVEL;CODFILASERVICOMOVEL;
DELTA;SEG_AGENDASERVICOMOVEL;CODFILASERVICOMOVEL;PK
DELTA;SEG_AGENDASERVICOMOVEL;CODFILASERVICOMOVEL;FK
DELTA;SEG_AGENDASERVICOMOVEL;DATAGENDA;
DELTA;SEG_AGENDASERVICOMOVEL;DATAGENDA;PK
DELTA;SEG_AGENDASERVICOMOVEL;CODPERIODO;
DELTA;SEG_AGENDASERVICOMOVEL;CODPERIODO;FK
DELTA;SEG_AGENDASERVICOMOVEL;IDTDISPONIVEL;
DELTA;SEG_AGENDASERVICOMOVEL;IDTDISPONIVELPONTOFIXO;
DELTA;SEG_FAIXACONTRATOFRANQUIA;CODFAIXACONTRATOFRANQUIA;PK
DELTA;SEG_FAIXACONTRATOFRANQUIA;CODFAIXACONTRATOFRANQUIA;
DELTA;SEG_FAIXACONTRATOFRANQUIA;CODSEGURADORA;
DELTA;SEG_FAIXACONTRATOFRANQUIA;CODTIPOFRANQUIA;FK
DELTA;SEG_FAIXACONTRATOFRANQUIA;CODTIPOFRANQUIA;
DELTA;SEG_FAIXACONTRATOFRANQUIA;VALINICIAL;
DELTA;SEG_FAIXACONTRATOFRANQUIA;DATALTERACAO;
DELTA;SEG_ERROBBSEG;CODERRO;
DELTA;SEG_ERROBBSEG;CODERRO;PK
DELTA;SEG_ERROBBSEG;DSCERRO;
DELTA;SEG_ERROBBSEG;IDTSTATUS;
DELTA;SEG_PARAMPRODUTOCARAC;CODPARAMPRODUTOCARAC;PK
DELTA;SEG_PARAMPRODUTOCARAC;CODPARAMPRODUTOCARAC;
DELTA;SEG_PARAMPRODUTOCARAC;CODGRUPOPRODUTOPARAM;FK
DELTA;SEG_PARAMPRODUTOCARAC;CODGRUPOPRODUTOPARAM;
DELTA;SEG_PARAMPRODUTOCARAC;CODCARACTERISTICAPROD;FK
DELTA;SEG_PARAMPRODUTOCARAC;CODCARACTERISTICAPROD;
DELTA;SEG_CREDENCEXCECAOSM;CODEXCECAOSM;PK
DELTA;SEG_CREDENCEXCECAOSM;CODCLIENTE;FK
DELTA;GEN_AUDFAMILIAPELICULA;CODAUDITORIA;
DELTA;GEN_AUDFAMILIAPELICULA;CODAUDITORIA;PK
DELTA;GEN_AUDFAMILIAPELICULA;CODUSUARIO;
DELTA;GEN_AUDFAMILIAPELICULA;CODFAMILIA;
DELTA;GEN_CONTACORRENTE;CODCONTA;PK
DELTA;GEN_CONTACORRENTE;CODCONTA;
DELTA;GEN_CONTACORRENTE;CODAGENCIA;FK
DELTA;GEN_CONTACORRENTE;CODAGENCIA;
DELTA;GEN_CONTACORRENTE;CODBANCO;FK
DELTA;GEN_CONTACORRENTE;CODBANCO;
DELTA;GEN_CONTACORRENTE;NUMCONTACORRENTE;
DELTA;GEN_CONTACORRENTE;NOMCONTACORRENTE;
DELTA;GEN_CONTACORRENTE;IDTDIASUTEIS;
DELTA;GEN_CONTACORRENTE;CODEMPRESA;FK
DELTA;GEN_CONTACORRENTE;IDTTAXAREGISTRO;
DELTA;GEN_CLIENTEFOTOGRAFIA;CODCLIENTE;
DELTA;GEN_CLIENTEFOTOGRAFIA;CODCLIENTE;PK
DELTA;GEN_CLIENTEFOTOGRAFIA;CODCLIENTE;FK
DELTA;GEN_CLIENTEFOTOGRAFIA;CODUSUARIO;
DELTA;GEN_CLIENTEFOTOGRAFIA;CODUSUARIO;PK
DELTA;GEN_CLIENTEFOTOGRAFIA;CODUSUARIO;FK
DELTA;GEN_CLIENTEFOTOGRAFIA;DATCADASTRO;
DELTA;GEN_CLIENTEFOTOGRAFIA;DATCADASTRO;PK
DELTA;GEN_CLIENTEFOTOGRAFIA;DSCIMAGEM;
DELTA;GEN_AUDITORIAGRUPO;CODAUDITORIAGRUPO;PK
DELTA;GEN_AUDITORIAGRUPO;CODAUDITORIAGRUPO;
DELTA;GEN_AUDITORIAGRUPO;DSCAUDITORIAGRUPO;
DELTA;GEN_AUDITORIAGRUPO;CODGRUPO;FK
DELTA;GEN_AUDITORIAGRUPO;CODGRUPO;
DELTA;SEG_MONITORPENDENCIA;CODPENDENCIA;
DELTA;SEG_MONITORPENDENCIA;CODPENDENCIA;PK
DELTA;SEG_MONITORPENDENCIA;CODDOCUMENTO;
DELTA;SEG_MONITORPENDENCIA;CODUSUARIOCOMPRADOR;
DELTA;SEG_MONITORPENDENCIA;CODUSUARIOCOMPRADOR;FK
DELTA;SEG_MONITORPENDENCIA;CODTIPONOTIFICACAO;
DELTA;SEG_MONITORPENDENCIA;CODTIPONOTIFICACAO;FK
DELTA;SEG_MONITORPENDENCIA;DATPENDENCIA;
DELTA;SEG_MONITORPENDENCIA;CODUSUARIOSUPERVISOR;
DELTA;SEG_MONITORPENDENCIA;CODUSUARIOSUPERVISOR;FK
DELTA;SEG_MONITORPENDENCIA;CODGRUPOMODULO;
DELTA;SEG_MONITORPENDENCIA;CODGRUPOMODULO;FK
DELTA;SEG_MONITORPENDENCIA;CODPRODUTO;FK
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPROCEDIMENTOPRODEQVSEM;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPROCEDIMENTOPRODEQVSEM;PK
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPROCEDIMENTO;FK
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPROCEDIMENTO;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPRODUTOEQVSEM;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODPRODUTOEQVSEM;FK
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODUSUARIOREGISTRO;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;CODUSUARIOREGISTRO;FK
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;DATREGISTRO;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;IDTEQVSEM;
DELTA;GEN_PROCEDIMENTOPRODEQVSEM;IDTEQVSEM;
DELTA;GEN_SUPERVISORUNIDADES;CODSUPERVISORUNIDADES;
DELTA;GEN_SUPERVISORUNIDADES;CODSUPERVISORUNIDADES;PK
DELTA;GEN_SUPERVISORUNIDADES;CODUSUARIO;FK
DELTA;GEN_SUPERVISORUNIDADES;CODUSUARIO;
DELTA;GEN_SUPERVISORUNIDADES;CODEMPRESA;FK
DELTA;GEN_SUPERVISORUNIDADES;CODEMPRESA;
DELTA;GEN_SUPERVISORUNIDADES;DATINICIO;
DELTA;SEG_FRAUDETIPOSTATUS;CODSTATUS;PK
DELTA;SEG_FRAUDETIPOSTATUS;CODSTATUS;
DELTA;SEG_MENSAGEMOCORRENCIA;CODUSUARIODESTINO;FK
DELTA;SEG_MENSAGEMOCORRENCIA;CODUSUARIODESTINO;
DELTA;SEG_MENSAGEMOCORRENCIA;CODASSUNTO;FK
DELTA;SEG_MENSAGEMOCORRENCIA;CODASSUNTO;
DELTA;SEG_REAJUSTEGRUPO;CODGRUPO;PK
DELTA;SEG_REAJUSTEGRUPO;CODGRUPO;FK
DELTA;SEG_REAJUSTEGRUPO;CODGRUPO;
DELTA;SEG_REAJUSTEGRUPO;CODTIPONEGOCIO;FK
DELTA;SEG_REAJUSTEGRUPO;CODTIPONEGOCIO;
DELTA;SEG_CATEGORIAMAPFRE;CODCATEGORIA;
DELTA;SEG_CATEGORIAMAPFRE;CODCATEGORIA;PK
DELTA;SEG_CATEGORIAMAPFRE;DSCCATEGORIA;
DELTA;SEG_ATENDIMENTOCOTACAO;CODATENDIMENTOCOTACAO;
DELTA;SEG_ATENDIMENTOCOTACAO;CODATENDIMENTOCOTACAO;PK
DELTA;SEG_ATENDIMENTOCOTACAO;CODATENDIMENTO;
DELTA;SEG_ATENDIMENTOCOTACAO;CODATENDIMENTO;FK
DELTA;SEG_ATENDIMENTOCOTACAO;DATINCLUSAO;
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODGRUPO;PK
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODGRUPO;FK
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODGRUPO;
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODUSUARIO;PK
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODUSUARIO;FK
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODUSUARIO;
DELTA;GEN_PRODUTOGRUPOHISTORICO;DATINICIO;PK
DELTA;GEN_PRODUTOGRUPOHISTORICO;DATINICIO;
DELTA;GEN_PRODUTOGRUPOHISTORICO;CODUSUARIOALTERA;FK
DELTA;GEN_PROMOCAOGRUPOAUDIT;IDTORIGEM;
DELTA;SEG_ITEMENCARGO;CODPRODUTO;
DELTA;SEG_ITEMENCARGO;CODENCARGO;FK
DELTA;SEG_ITEMENCARGO;CODENCARGO;
DELTA;SEG_ITEMENCARGO;VALENCARGO;
DELTA;SEG_ITEMENCARGO;CODITEMENCARGO;PK
DELTA;SEG_ITEMENCARGO;CODUSUARIOINCLUSAO;FK
DELTA;SEG_ITEMENCARGO;CODATENDIMENTO;FK
DELTA;SEG_ITEMENCARGO;CODUSUARIOEXCLUSAO;FK
DELTA;SEG_TIPOASSUNTO;CODTIPOASSUNTO;PK
DELTA;SEG_TIPOASSUNTO;CODTIPOASSUNTO;
DELTA;SEG_SOLICITACOESCONSULTAPA;CODSOLICITACAOCONSULTA;PK
DELTA;SEG_SOLICITACOESCONSULTAPA;CODSOLICITACAOCONSULTA;
DELTA;SEG_SOLICITACOESCONSULTAPA;DSCNOMESEGURADO;
DELTA;SEG_SOLICITACOESCONSULTAPA;DSCDOCUMENTO;
DELTA;SEG_SOLICITACOESCONSULTAPA;NUMAPOLICE;
DELTA;SEG_SOLICITACOESCONSULTAPA;DSCPLACA;
DELTA;SEG_SOLICITACOESCONSULTAPA;NUMANOMODELO;
DELTA;SEG_SOLICITACOESCONSULTAPA;NUMCHASSIS;
DELTA;SEG_SOLICITACOESCONSULTAPA;CODSCRIPT;FK
DELTA;SEG_SOLICITACOESCONSULTAPA;CODTIPOSCRIPT;FK
DELTA;SEG_SOLICITACOESCONSULTAPA;CODSEGURADORA;FK
DELTA;SEG_SOLICITACOESCONSULTAPA;CODSEGURADORA;
DELTA;SEG_SOLICITACOESCONSULTAPA;CODATENDIMENTO;FK
DELTA;SEG_SOLICITACOESCONSULTAPA;DATSOLICITACAO;
DELTA;SEG_SOLICITACOESCONSULTAPA;CODUSUARIOAGENTE;
DELTA;SEG_SOLICITACOESCONSULTAPA;IDTLIBERADO;
DELTA;SEG_SOLICITACOESCONSULTAPA;IDTRESOLVIDO;
DELTA;SEG_SOLICITACOESCONSULTAPA;IDTEXIBIDO;
DELTA;SEG_SOLICITACOESCONSULTAPA;IDTDISPENSADO;
DELTA;SEG_SOLICITACOESCONSULTAPA;IDTITEMAUSENTE;
DELTA;SEG_SOLICITACOESCONSULTAPA;CODMOTIVO;FK
DELTA;GEN_CLIENTEUSUARIOWEB;CODCLIENTE;
DELTA;GEN_CLIENTEUSUARIOWEB;CODCLIENTE;PK
DELTA;GEN_CLIENTEUSUARIOWEB;CODCLIENTE;FK
DELTA;GEN_CLIENTEUSUARIOWEB;IDTAVISOVENCIMENTO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTAVISOVENCIMENTO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTAVISOVENCIDO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTAVISOVENCIDO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTMEIOAVISOVENCIMENTO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTMEIOAVISOVENCIDO;
DELTA;GEN_CLIENTEUSUARIOWEB;IDTENVIANOTIFICACAO;
DELTA;SEG_PERGUNTAATENDIMENTO;CODPERGUNTAATENDIMENTO;
DELTA;SEG_PERGUNTAATENDIMENTO;CODPERGUNTAATENDIMENTO;PK
DELTA;SEG_PERGUNTAATENDIMENTO;DSCPERGUNTAATENDIMENTO;
DELTA;SEG_PERGUNTAATENDIMENTO;CODSCRIPTDICA;FK
DELTA;SEG_PERGUNTAATENDIMENTO;CODUSUARIOCADASTRO;FK
DELTA;SEG_PERGUNTAATENDIMENTO;IDTATIVO;
DELTA;SEG_PERGUNTAATENDIMENTO;IDTATIVO;
DELTA;GEN_REDUCAOZHISTORICO;CODREDUCAOZHISTORICO;PK
DELTA;GEN_REDUCAOZHISTORICO;CODREDUCAOZHISTORICO;
DELTA;GEN_REDUCAOZHISTORICO;CODEMPRESA;FK
DELTA;GEN_REDUCAOZHISTORICO;CODEMPRESA;
DELTA;GEN_REDUCAOZHISTORICO;DATEMISSAO;
DELTA;GEN_REDUCAOZHISTORICO;IDTERRO;
DELTA;SEG_TIPORELATORIOCORRENCIA;CODTIPORELATORIO;
DELTA;SEG_TIPORELATORIOCORRENCIA;CODTIPORELATORIO;PK
DELTA;SEG_TIPORELATORIOCORRENCIA;DSCTIPORELATORIO;
DELTA;SEG_TIPORELATORIOCORRENCIA;IDTSTATUS;
DELTA;SEG_PLANOPRODUTO;CODPLANOPRODUTO;PK
DELTA;SEG_PLANOPRODUTO;CODPLANOPRODUTO;
DELTA;SEG_PLANOPRODUTO;CODSEGURADORA;
DELTA;SEG_PLANOPRODUTO;CODSEGURADORA;
DELTA;SEG_PLANOPRODUTO;CODPLANO;
DELTA;SEG_PLANOPRODUTO;CODPRODUTO;
DELTA;SEG_PLANOPRODUTO;IDTSTATUS;
DELTA;GEN_EMPRESADESTINATARIO;CODEMPRESA;PK
DELTA;GEN_EMPRESADESTINATARIO;CODEMPRESA;FK
DELTA;GEN_EMPRESADESTINATARIO;CODEMPRESA;
DELTA;GEN_EMPRESADESTINATARIO;CODCLIENTE;PK
DELTA;GEN_EMPRESADESTINATARIO;CODCLIENTE;FK
DELTA;GEN_EMPRESADESTINATARIO;CODCLIENTE;
DELTA;GEN_EMPRESADESTINATARIO;NUMSEQUENCIA;
DELTA;GEN_HORARIOSERVICOMOVEL;CODHORARIO;PK
DELTA;GEN_HORARIOSERVICOMOVEL;CODHORARIO;
DELTA;GEN_HORARIOSERVICOMOVEL;CODHORARIO;
DELTA;GEN_HORARIOSERVICOMOVEL;CODCLASSEROTEIRO;
DELTA;GEN_SISTEMAMODULOTECNICO;CODSISTEMA;PK
DELTA;GEN_SISTEMAMODULOTECNICO;CODSISTEMA;
DELTA;GEN_SISTEMAMODULOTECNICO;CODMODULO;PK
DELTA;GEN_SISTEMAMODULOTECNICO;CODMODULO;
DELTA;GEN_SISTEMAMODULOTECNICO;CODRESPONSAVELTECNICO;PK
DELTA;GEN_SISTEMAMODULOTECNICO;CODRESPONSAVELTECNICO;FK
DELTA;GEN_SISTEMAMODULOTECNICO;CODRESPONSAVELTECNICO;
DELTA;GEN_SISTEMAMODULOTECNICO;CODSUPLENTETECNICO;PK
DELTA;GEN_SISTEMAMODULOTECNICO;CODSUPLENTETECNICO;FK
DELTA;GEN_SISTEMAMODULOTECNICO;CODSUPLENTETECNICO;
DELTA;SEG_CONFIGANALISEOCORRENCIA;CODTIPOOCORRENCIA;PK
DELTA;SEG_CONFIGANALISEOCORRENCIA;CODTIPOOCORRENCIA;FK
DELTA;SEG_CONFIGANALISEOCORRENCIA;CODTIPOOCORRENCIA;
DELTA;SEG_SINISTRO_TIPO;CODTIPOSINISTRO;PK
DELTA;SEG_SINISTRO_TIPO;DSCSINISTRO;
DELTA;SEG_ILHACOMPRADOR;CODILHA;
DELTA;SEG_ILHACOMPRADOR;CODILHA;PK
DELTA;SEG_ILHACOMPRADOR;CODILHA;FK
DELTA;SEG_ILHACOMPRADOR;CODUSUARIOCOMPRADOR;
DELTA;SEG_ILHACOMPRADOR;CODUSUARIOCOMPRADOR;PK
DELTA;SEG_ILHACOMPRADOR;CODUSUARIOCOMPRADOR;FK
DELTA;SEG_ILHACOMPRADOR;CODUSUARIOFOCAL;FK
DELTA;SEG_SOLICITACAOCOMPRAAPROVACAO;CODATENDIMENTO;FK
DELTA;SEG_SOLICITACAOCOMPRAAPROVACAO;CODSOLICITACAO;FK
DELTA;SEG_SOLICITACAOCOMPRAAPROVACAO;CODUSUARIO;FK
DELTA;SEG_SOLICITACAOCOMPRAAPROVACAO;CODSOLICITACAOMOTIVOAPROVACAO;FK
DELTA;GEN_VALIDACAOEXCECAO;CODEMPRESA;FK
DELTA;GEN_VALIDACAOEXCECAO;CODEMPRESA;
DELTA;GEN_VALIDACAOEXCECAO;CODEMPRESA;PK
DELTA;GEN_VALIDACAOEXCECAO;CODFUNCAO;PK
DELTA;GEN_VALIDACAOEXCECAO;CODFUNCAO;FK
DELTA;GEN_VALIDACAOEXCECAO;CODFUNCAO;
DELTA;SEG_CLASSIFICASCRIPTFRANQUIA;CODCLASSIFICASCRIPT;PK
DELTA;SEG_CLASSIFICASCRIPTFRANQUIA;CODCLASSIFICASCRIPT;FK
DELTA;SEG_CLASSIFICASCRIPTFRANQUIA;CODCLASSIFICASCRIPT;
DELTA;SEG_CLASSIFICASCRIPTFRANQUIA;IDTTIPOFRANQUIA;
DELTA;SEG_PARAMETROCOBERTURA;CODPARAMCOBERTURA;
DELTA;SEG_PARAMETROCOBERTURA;CODPARAMCOBERTURA;PK
DELTA;SEG_PARAMETROCOBERTURA;DSCPARAMCOBERTURA;
DELTA;SEG_PARAMETROCOBERTURA;IDTSTATUS;
DELTA;SEG_CREDENCIADONOTAFISCAL;CODPAGAMENTO;
DELTA;SEG_CREDENCIADONOTAFISCAL;CODPAGAMENTO;PK
DELTA;SEG_CREDENCIADONOTAFISCAL;CODPAGAMENTO;FK
DELTA;SEG_CREDENCIADONOTAFISCAL;NUMNOTAFISCAL;
DELTA;SEG_CREDENCIADONOTAFISCAL;NUMNOTAFISCAL;PK
DELTA;SEG_CREDENCIADONOTAFISCAL;IDTTIPONOTA;
DELTA;SEG_CREDENCIADONOTAFISCAL;IDTTIPONOTA;PK
DELTA;SEG_CREDENCIADONOTAFISCAL;CODCREDENCIADO;FK
DELTA;SEG_CREDENCIADONOTAFISCAL;DATCRIACAO;
DELTA;SEG_CREDENCIADONOTAFISCAL;IDTPERMITEINTEGRACAO;
DELTA;SEG_CREDENCIADONOTAFISCAL;IDTPERMITEINTEGRACAO;
DELTA;SEG_EXCLUSAOAGENDAMENTO;DATEXCLUSAO;
DELTA;SEG_EXCLUSAOAGENDAMENTO;IDTTIPOEXCLUSAO;
DELTA;SEG_EXCLUSAOAGENDAMENTO;IDTTIPOEXCLUSAO;
DELTA;SEG_EXCLUSAOAGENDAMENTO;CODATENDIMENTO;FK
DELTA;SEG_EXCLUSAOAGENDAMENTO;CODATENDIMENTO;
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODATENDIMENTO;
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODATENDIMENTO;PK
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODATENDIMENTO;FK
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODTIPOBLOQUEIO;
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODTIPOBLOQUEIO;PK
DELTA;SEG_ATENDIMENTOBLOQUEIO;CODTIPOBLOQUEIO;FK
DELTA;GEN_DUPLICATASEMREGISTRO;CODCLIENTE;PK
DELTA;GEN_DUPLICATASEMREGISTRO;CODCLIENTE;FK
DELTA;GEN_DUPLICATASEMREGISTRO;CODCLIENTE;
DELTA;GEN_DUPLICATASEMREGISTRO;CODEMPRESA;PK
DELTA;GEN_DUPLICATASEMREGISTRO;CODEMPRESA;FK
DELTA;GEN_DUPLICATASEMREGISTRO;CODEMPRESA;
DELTA;GEN_DUPLICATASEMREGISTRO;IDTSEMREGISTRO;
DELTA;GEN_DUPLICATASEMREGISTRO;IDTORIGEMDESTINO;
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODEMPRESA;PK
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODEMPRESA;
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODVENDA;PK
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODVENDA;
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODORDEMFINALIZ;
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODFINALIZADORA;PK
DELTA;GEN_CUPOMFISCALOSNEGATIVA;CODFINALIZADORA;
DELTA;GEN_CUPOMFISCALOSNEGATIVA;VALPAGTOFINALIZ;
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICA;PK
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICA;
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICAPAI;PK
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICAPAI;
DELTA;GEN_SISTEMAMODULOUSUARIO;CODSISTEMA;FK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODSISTEMA;PK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODSISTEMA;
DELTA;GEN_SISTEMAMODULOUSUARIO;CODMODULO;FK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODMODULO;PK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODMODULO;
DELTA;GEN_SISTEMAMODULOUSUARIO;CODUSUARIORESPONSAVEL;FK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODUSUARIORESPONSAVEL;PK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODUSUARIORESPONSAVEL;
DELTA;GEN_SISTEMAMODULOUSUARIO;CODUSUARIOSUPLENTE;FK
DELTA;GEN_SISTEMAMODULOUSUARIO;CODUSUARIOSUPLENTE;PK
DELTA;SEG_DICIONARIODADOS;CODSEGURADORA;PK
DELTA;SEG_DICIONARIODADOS;CODSEGURADORA;FK
DELTA;SEG_DICIONARIODADOS;CODSEGURADORA;FK
DELTA;SEG_DICIONARIODADOS;CODSEGURADORA;
DELTA;SEG_DICIONARIODADOS;CODITEM;PK
DELTA;SEG_DICIONARIODADOS;CODITEM;
DELTA;SEG_DICIONARIODADOS;DSCLAYOUT;
DELTA;SEG_DICIONARIODADOS;DSCTABELATEMP;FK
DELTA;SEG_DICIONARIODADOS;DSCTABELATEMP;
DELTA;SEG_DICIONARIODADOS;IDTSTATUS;
DELTA;SEG_DICIONARIODADOS;IDTSTATUS;
DELTA;SEG_ACIONAMENTOHISTORICOPORTO;ID;PK
DELTA;SEG_ACIONAMENTOHISTORICOPORTO;ID;
DELTA;SEG_ACIONAMENTOHISTORICOPORTO;CODSEGURADORA;
DELTA;SEG_ACIONAMENTOHISTORICOPORTO;NUMAPOLICE;
DELTA;SEG_ACIONAMENTOHISTORICOPORTO;CODITEM;
